review_id,budget_k,source_index,source,candidate,meaning_preserved_0_or_1,facts_preserved_0_or_1,readable_0_or_1,reviewer_notes
98,1,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",,,,
99,8,21,Order two military helicopters for the UAE. Order two military helicopters. Order two military helicopters. The UAE ordered two military helicopters recently. The UAE ordered two military helicopters from an entity.,"A recent transaction has resulted in the acquisition of two military helicopters by the UAE, with the seller being an unspecified entity.",,,,
100,8,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",,,,
101,8,4,The report states something. Make your report detailed. The report states the World Health Organization. The report states something. The report states the World Health Organization.,"The source material contains a declaration, and separately, it identifies the World Health Organization. For your report, you must elaborate on these details thoroughly.",,,,
102,4,26,The nice lots define something now. Define the topic of the nice lots to Builder. Builder defines the topic of the nice lots. Define the nice lots. Builder defines the nice lots.,"Something is now defined by the nice lots, and that something is their topic. Builder is tasked with defining that topic. Additionally, the nice lots themselves are to be defined, which Builder also handles.",,,,
103,1,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"In 2024, Malala Yousafzai, who is academically brilliant, provided a description of something; moreover, a community was the recipient of someone else's description of Malala.",,,,
104,4,19,Jeff Deardorff has arrived at a location. Jeff Deardorff arrived at a location. Imagine a day arriving. Jeff Deardorff arrived at a location. Jeff Deardorff arrived at a location.,"There is a location where Jeff Deardorff arrived. His arrival happened on a day that one can picture. Jeff Deardorff got to that place, and the arrival is confirmed again.",,,,
105,4,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",,,,
106,1,4,The report states something. Make your report detailed. The report states the World Health Organization. The report states something. The report states the World Health Organization.,"The report's content includes a statement, and it also mentions the World Health Organization; your task is to produce a detailed report that reflects this.",,,,
107,4,7,"Someone gave Washington a presentation. Give someone a presentation. A presentation was given to Washington, D.C. Someone gave Washington a presentation. Give a presentation about Washington, D.C. to Washington.","Someone performed the act of presenting to Washington, D.C. That person also performed a presentation for someone else. And that person gave a presentation whose topic was Washington, D.C., to Washington.",,,,
108,8,2,Marketers define something. Marketers define Apple. Marketers define the Apple brand as something. Define the Apple brand as a marketer. A marketer defines Apple as a brand.,"When it comes to defining a brand, marketers have a specific framework in mind. That framework, when applied to Apple, yields a particular definition. In other words, the Apple brand is defined by marketers according to their professional criteria.",,,,
109,4,6,Was it a surprise to be given something? The assignment of the arts and culture position was a surprise to me. The assignment of the arts and culture position surprised me with something. The arts and culture position assignment surprised me. The arts and culture position assignment surprised me with an idea.,"That I was handed the arts and culture role came as a genuine shock. The notion that accompanied this appointment was equally unanticipated, leaving me momentarily at a loss for words.",,,,
110,2,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",,,,
111,16,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",,,,
112,8,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",,,,
113,16,11,QVC is aggressive to an extent. QVC plans something for Black Friday aggressively. Tell QVC something about Black Friday. QVC's aggressive something. QVC plans something for Black Friday.,"QVC is quite aggressive, and its Black Friday plans are especially so; tell QVC what you think about Black Friday, because QVC has aggressive plans for that day.",,,,
114,8,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",,,,
115,8,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"Malala Yousafzai's academic excellence is a fact, and her act of describing something took place in 2024. Simultaneously, a community hears a description of Malala from another person.",,,,
116,16,5,Shut down your service. Shut down Allo. A company shut down something. Google shut down something in a service. Shut down your service.,"Your service needs to be taken offline, and that includes Allo. The company made the call to discontinue a component of its service, specifically the one tied to Google. You are instructed to shut it down.",,,,
117,1,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",,,,
118,16,1,Make the report transparent. The organization earned something. Prasar Bharti earned something at some time. The organization earned something. Prasar Bharti earned only something.,"The report must be made transparent, and it was at some point that Prasar Bharti achieved an earning, though the organization's gain was limited to that alone.",,,,
119,1,3,Middletown Township Public Library appointed Kim Rinaldi as something. The library appointed Kim Rinaldi as a director. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. The library appointed Kim Rinaldi as something.,"Kim Rinaldi is now the director of Middletown Township Public Library. The appointment was made by the library, though the Township of Middletown is also involved in the appointment process. The library is the appointing body for this role.",,,,
120,16,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",,,,
121,4,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",,,,
122,1,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",,,,
123,1,0,IBM Corporation launched a server. IBM Corporation. The cluster topic is about IBM Corporation. IBM Corporation is related to something. IBM Corporation.,"A server was launched by IBM Corporation, the company itself being the subject of this action.",,,,
124,16,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","A holler was emitted by Travis Scott from a place in 2018, and in 2018 he additionally emitted a holler of something.",,,,
125,4,0,IBM Corporation launched a server. IBM Corporation. The cluster topic is about IBM Corporation. IBM Corporation is related to something. IBM Corporation.,"The launch of a server was undertaken by IBM Corporation, and the topic at hand concerns this very corporation.",,,,
126,2,22,The topic about Barack Obama is something. Ask a lawmaker about the topic of Barack Obama in Washington. Ask a lawmaker about the advice that Barack Obama gave on Washington. Ask a lawmaker about Barack Obama. Ask about Barack Obama.,"A lawmaker in Washington might be approached about the subject of Barack Obama. The questions could concern the advice that Obama offered, or they could concern the former president directly. Asking about Obama is always an option.",,,,
127,16,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",,,,
128,2,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",,,,
129,8,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",,,,
130,2,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",,,,
131,8,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",,,,
132,2,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"In 2024, Malala Yousafzai, who is academically brilliant, provided a description of something; moreover, a community was the recipient of someone else's description of Malala.",,,,
133,1,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"A nine-run lead was built by Council Bluffs Marshalltown, and this resulted in a win for the team against Council Bluffs; the victory was achieved, and Council Bluffs is considered very great.",,,,
134,1,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",,,,
135,8,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",,,,
136,4,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",,,,
137,1,2,Marketers define something. Marketers define Apple. Marketers define the Apple brand as something. Define the Apple brand as a marketer. A marketer defines Apple as a brand.,"When it comes to defining a brand, marketers have a specific framework in mind. That framework, when applied to Apple, yields a particular definition. In other words, the Apple brand is defined by marketers according to their professional criteria.",,,,
138,1,26,The nice lots define something now. Define the topic of the nice lots to Builder. Builder defines the topic of the nice lots. Define the nice lots. Builder defines the nice lots.,"Something is now defined by the nice lots, and that something is their topic. Builder is tasked with defining that topic. Additionally, the nice lots themselves are to be defined, which Builder also handles.",,,,
139,4,3,Middletown Township Public Library appointed Kim Rinaldi as something. The library appointed Kim Rinaldi as a director. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. The library appointed Kim Rinaldi as something.,"Kim Rinaldi is now the director of Middletown Township Public Library. The appointment was made by the library, though the Township of Middletown is also involved in the appointment process. The library is the appointing body for this role.",,,,
140,4,10,Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal of the widow about the nightclub. Tell the jury the acquittal of the widow about the Pulse nightclub.,"What needs to be communicated to the jury is the acquittal, and this involves the widow and the Pulse nightclub. The directive is clear: tell them, and tell them again.",,,,
141,2,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",,,,
142,4,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",,,,
143,16,6,Was it a surprise to be given something? The assignment of the arts and culture position was a surprise to me. The assignment of the arts and culture position surprised me with something. The arts and culture position assignment surprised me. The arts and culture position assignment surprised me with an idea.,"That I was handed the arts and culture role came as a genuine shock. The notion that accompanied this appointment was equally unanticipated, leaving me momentarily at a loss for words.",,,,
144,4,18,A 2-to-2 ratio of something is defined as a concept. The concept of NASCAR is defined as something. The concept of NASCAR is defined as something at a time. Define a concept as something. The concept of NASCAR is defined as something.,"The definition of a 2-to-2 ratio is a concept. At a particular time, NASCAR is defined as a concept; moreover, NASCAR is defined as something. A separate definition states that a concept is something, and NASCAR is also something.",,,,
145,16,9,A person missed something. You missed the ICYMI abbreviation's definition. Define ICYMI. Define the abbreviation ICYMI. Define the ICYMI abbreviation now.,The definition of the abbreviation ICYMI is something you have failed to grasp; a person has missed it.,,,,
146,2,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"A nine-run lead was built by Council Bluffs Marshalltown, and this resulted in a win for the team against Council Bluffs; the victory was achieved, and Council Bluffs is considered very great.",,,,
147,2,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",,,,
148,8,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",,,,
149,1,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",,,,
150,4,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"The team's win against Council Bluffs came after building a nine-run advantage. Council Bluffs Marshalltown built that lead. Council Bluffs is very great, and the win was built.",,,,
