review_id,budget_k,source_index,source,candidate,meaning_preserved_0_or_1,facts_preserved_0_or_1,readable_0_or_1,reviewer_notes
63,1,19,Jeff Deardorff has arrived at a location. Jeff Deardorff arrived at a location. Imagine a day arriving. Jeff Deardorff arrived at a location. Jeff Deardorff arrived at a location.,"At some point, Jeff Deardorff showed up somewhere. His arrival happened on a particular day. Consider the circumstances of that day: Jeff Deardorff got to that place. He made it there.",1,1,1,"Preserves all source propositions and roles, no additions or contradictions, and is natural English."
64,16,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",0,0,1,"The source states 'Someone gave DERA funding to a company' (repeated) and 'DERA funding was given to a company recently.' The candidate adds a new proposition: 'the same source should be used to support reauthorization' — this is an unsupported recommendation not present in the source. Also, 'the program's renewal would benefit from a similar allocation' is a new claim. The source only states the fact of funding, not any recommendation or benefit."
65,2,19,Jeff Deardorff has arrived at a location. Jeff Deardorff arrived at a location. Imagine a day arriving. Jeff Deardorff arrived at a location. Jeff Deardorff arrived at a location.,"A day is imagined in which Jeff Deardorff reaches a destination. That destination is a location, and his arrival is the key event. Jeff Deardorff's arrival occurred, and he was present at that spot.",0,1,1,"Adds 'he was present at that spot' which is a new proposition not in the source, and changes 'imagine a day arriving' to 'a day is imagined' which slightly alters the original phrasing."
66,8,9,A person missed something. You missed the ICYMI abbreviation's definition. Define ICYMI. Define the abbreviation ICYMI. Define the ICYMI abbreviation now.,The definition of the abbreviation ICYMI is something you have failed to grasp; a person has missed it.,0,0,1,"The source explicitly asks to define ICYMI, but the candidate only states that the definition was missed, without providing the actual definition. It also reverses the roles: source says 'you missed the definition' and 'a person missed something', but candidate says 'the definition is something you have failed to grasp' — this adds a new proposition (that the definition is something graspable) and omits the required definition."
67,2,5,Shut down your service. Shut down Allo. A company shut down something. Google shut down something in a service. Shut down your service.,"Your service needs to be taken offline, and that includes Allo. The company made the call to discontinue a component of its service, specifically the one tied to Google. You are instructed to shut it down.",0,0,1,"Adds 'specifically the one tied to Google' which is an unsupported claim, and changes 'shut down your service' to 'needs to be taken offline' (modality shift). Also adds 'the company made the call' which is new attribution."
68,1,18,A 2-to-2 ratio of something is defined as a concept. The concept of NASCAR is defined as something. The concept of NASCAR is defined as something at a time. Define a concept as something. The concept of NASCAR is defined as something.,"A concept is defined as a 2-to-2 ratio, and NASCAR is also defined as a concept, though this latter definition is said to apply at a specific time. Additionally, a concept is defined as something, and NASCAR is likewise defined as something.",0,0,1,"Reverses the definition direction ('A concept is defined as a 2-to-2 ratio' instead of 'A 2-to-2 ratio is defined as a concept'), and adds 'likewise' implying a parallel that is not in the source."
69,16,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"The team's win against Council Bluffs came after building a nine-run advantage. Council Bluffs Marshalltown built that lead. Council Bluffs is very great, and the win was built.",0,1,1,"Reorders clauses but adds 'came after' implying a causal sequence not in source; also 'the win was built' is awkward but not a new fact. However, the source says 'Council Bluffs Marshalltown built a nine-run lead' and 'Give the team a win' — candidate changes the imperative to a statement, losing the command/request meaning."
70,1,14,Someone holds WebMD Health Corp. for something. WebMD Health Corp. is important for something. WebMD Health Corp. was held in 2015. WebMD Health Corp. is important for something. WebMD Health Corp. is important for something.,"There is someone who holds WebMD Health Corp. accountable for something. This company is significant in some way, and that significance was already established by 2015. Its importance is multifaceted, and it remains important for several reasons.",0,0,1,"Adds 'accountable' (not in source), and 'multifaceted' is an unsupported inference. Also 'significance was already established by 2015' changes the temporal relation (source says 'held in 2015', not 'importance established in 2015')."
71,4,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",0,0,1,"The source states 'Someone gave DERA funding to a company' (repeated) and 'DERA funding was given to a company recently.' The candidate adds a new proposition: 'the same source should be used to support reauthorization' — this is an unsupported recommendation not present in the source. Also, 'the program's renewal would benefit from a similar allocation' is a new claim. The source only states the fact of funding, not any recommendation or benefit."
72,1,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",0,0,1,"The source states 'Mario defined something' and 'Mario defined something at a location' and 'Mario defined something new' as separate propositions. The candidate combines them into a single claim that the defined thing was both at a location and new, but the source does not say the new thing was at the location. It also adds 'was the one who' which is not in the source, and the source has two instances of 'Something defines Mario' which are omitted entirely."
73,16,18,A 2-to-2 ratio of something is defined as a concept. The concept of NASCAR is defined as something. The concept of NASCAR is defined as something at a time. Define a concept as something. The concept of NASCAR is defined as something.,"The definition of a 2-to-2 ratio is a concept. At a particular time, NASCAR is defined as a concept; moreover, NASCAR is defined as something. A separate definition states that a concept is something, and NASCAR is also something.",0,0,1,Adds 'at a particular time' as a separate clause and introduces 'a separate definition' which is not in the source; also changes the order and emphasis of propositions.
74,2,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",1,1,1,"All source propositions are preserved: conference had a session on SocialDevCamp Chicago, conference hosted an event named SocialDevCamp Chicago, and that event occurred in 2024. No new information added, roles and facts unchanged, and the sentence is natural."
75,2,0,IBM Corporation launched a server. IBM Corporation. The cluster topic is about IBM Corporation. IBM Corporation is related to something. IBM Corporation.,"A server was launched by IBM Corporation, the company itself being the subject of this action.",1,1,1,"Preserves all source propositions (server launch by IBM, IBM as subject) without adding or omitting information."
76,4,5,Shut down your service. Shut down Allo. A company shut down something. Google shut down something in a service. Shut down your service.,"Your service needs to be taken offline, and that includes Allo. The company made the call to discontinue a component of its service, specifically the one tied to Google. You are instructed to shut it down.",0,0,1,"Adds 'specifically the one tied to Google' which is an unsupported claim, and changes 'shut down your service' to 'needs to be taken offline' (modality shift). Also adds 'the company made the call' which is new attribution."
77,1,9,A person missed something. You missed the ICYMI abbreviation's definition. Define ICYMI. Define the abbreviation ICYMI. Define the ICYMI abbreviation now.,The definition of the abbreviation ICYMI is something you have failed to grasp; a person has missed it.,0,0,1,"The source explicitly asks to define ICYMI, but the candidate only states that the definition was missed, without providing the actual definition. It also reverses the roles: source says 'you missed the definition' and 'a person missed something', but candidate says 'the definition is something you have failed to grasp' — this adds a new proposition (that the definition is something graspable) and omits the required definition."
78,16,14,Someone holds WebMD Health Corp. for something. WebMD Health Corp. is important for something. WebMD Health Corp. was held in 2015. WebMD Health Corp. is important for something. WebMD Health Corp. is important for something.,"In 2015, WebMD Health Corp. was already considered important, for reasons that are multiple. Additionally, an unspecified person holds the company responsible for something. The company's importance continues to be recognized in several domains.",0,0,1,"Adds 'responsible' (not in source), and 'importance continues to be recognized' is an unsupported claim. Also 'in 2015' is attached to 'importance' rather than 'held', changing the event's time."
79,2,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",0,0,1,"Adds new proposition that residents will find him approachable and that he made a point of being accessible to the public, which is not in the source. Also changes 'made himself approachable' to 'made a point of being accessible' — a different claim."
80,8,16,BlackRock Inc. operates globally. Define BlackRock Inc. as something. Define BlackRock Inc. BlackRock Inc. operates something. BlackRock Inc. is something about BlackRock Inc.,"As a global operator, BlackRock Inc. is defined by its asset management role. The company's worldwide reach is fundamental to its operations, and its essence lies in managing financial assets across markets.",0,1,1,Adds 'asset management role' and 'managing financial assets' which are unsupported by the source; source is vague and does not specify the company's function.
81,2,26,The nice lots define something now. Define the topic of the nice lots to Builder. Builder defines the topic of the nice lots. Define the nice lots. Builder defines the nice lots.,"Something is now defined by the nice lots, and that something is their topic. Builder is tasked with defining that topic. Additionally, the nice lots themselves are to be defined, which Builder also handles.",1,1,1,"All source propositions are preserved: the nice lots define something (their topic), Builder defines that topic, and Builder defines the nice lots. No new information is added, and the phrasing is natural and coherent."
82,2,13,Occasional diarrhea affects someone. Someone experiences Occasional Diarrhea as a condition. Occasional diarrhea is a condition. Tell the doctor about your occasional diarrhea condition to the specialist. Tell the specialist about your occasional diarrhea condition.,"A person may be affected by occasional diarrhea, which is a recognized condition, and in such cases, the appropriate course of action is to inform both the doctor and the specialist about this recurring issue.",1,1,1,"All source propositions are preserved: occasional diarrhea affects a person, it is a condition, and the person should tell both doctor and specialist. No new information added, roles and modality unchanged."
83,16,19,Jeff Deardorff has arrived at a location. Jeff Deardorff arrived at a location. Imagine a day arriving. Jeff Deardorff arrived at a location. Jeff Deardorff arrived at a location.,"There is a location where Jeff Deardorff arrived. His arrival happened on a day that one can picture. Jeff Deardorff got to that place, and the arrival is confirmed again.",0,1,1,"Adds 'confirmed again' which introduces a new proposition not in the source, and rephrases 'imagine a day arriving' awkwardly as 'a day that one can picture'."
84,2,2,Marketers define something. Marketers define Apple. Marketers define the Apple brand as something. Define the Apple brand as a marketer. A marketer defines Apple as a brand.,"When it comes to defining a brand, marketers have a specific framework in mind. That framework, when applied to Apple, yields a particular definition. In other words, the Apple brand is defined by marketers according to their professional criteria.",0,0,1,"Adds new propositions ('specific framework', 'professional criteria') and changes the source's simple definitional statements into an interpretive explanation, altering the original meaning and introducing unsupported claims."
85,16,3,Middletown Township Public Library appointed Kim Rinaldi as something. The library appointed Kim Rinaldi as a director. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. The library appointed Kim Rinaldi as something.,"Kim Rinaldi is now the director of Middletown Township Public Library. The appointment was made by the library, though the Township of Middletown is also involved in the appointment process. The library is the appointing body for this role.",0,0,1,"The source states the library appointed Kim Rinaldi as director, but also redundantly says 'Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown' which implies the township made the appointment and the library is the appointee. The candidate simplifies this to say the library is the appointing body, which contradicts the source's odd phrasing that the township is the appointer. It also omits the redundant repetition but adds an interpretation not in the source."
86,1,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",1,1,1,"All source propositions are preserved: serious tone, New England's vastness, one departure to a location, one departure without destination, and one departure to a destination. No new facts or contradictions."
87,2,16,BlackRock Inc. operates globally. Define BlackRock Inc. as something. Define BlackRock Inc. BlackRock Inc. operates something. BlackRock Inc. is something about BlackRock Inc.,"As a global operator, BlackRock Inc. is defined by its asset management role. The company's worldwide reach is fundamental to its operations, and its essence lies in managing financial assets across markets.",0,1,1,Adds 'asset management role' and 'managing financial assets' which are unsupported by the source; source is vague and does not specify the company's function.
88,16,16,BlackRock Inc. operates globally. Define BlackRock Inc. as something. Define BlackRock Inc. BlackRock Inc. operates something. BlackRock Inc. is something about BlackRock Inc.,"As a global operator, BlackRock Inc. is defined by its asset management role. The company's worldwide reach is fundamental to its operations, and its essence lies in managing financial assets across markets.",0,1,1,Adds 'asset management role' and 'managing financial assets' which are unsupported by the source; source is vague and does not specify the company's function.
89,4,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",0,0,1,"Adds new proposition that residents will find him approachable and that he made a point of being accessible to the public, which is not in the source. Also changes 'made himself approachable' to 'made a point of being accessible' — a different claim."
90,8,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",1,1,1,"All source propositions are preserved: conference had a session on SocialDevCamp Chicago, conference hosted an event named SocialDevCamp Chicago, and that event occurred in 2024. No new information added, roles and facts unchanged, and the sentence is natural."
91,4,17,The home was sold to New York in 2023. New York was sold in 2023. New York was sold to the home. New York was sold in 2023. New York sold the home in 2023.,"New York became the owner of the home when the transaction was completed in 2023, and that same year witnessed the transfer of the property to the state.",0,0,1,"The source states 'New York sold the home in 2023' (New York is the seller), but the candidate says 'New York became the owner' and 'transfer of the property to the state' — reversing the roles and adding an unsupported claim that the state received the property."
92,2,18,A 2-to-2 ratio of something is defined as a concept. The concept of NASCAR is defined as something. The concept of NASCAR is defined as something at a time. Define a concept as something. The concept of NASCAR is defined as something.,"The definition of a 2-to-2 ratio is a concept. At a particular time, NASCAR is defined as a concept; moreover, NASCAR is defined as something. A separate definition states that a concept is something, and NASCAR is also something.",0,0,1,Adds 'at a particular time' as a separate clause and introduces 'a separate definition' which is not in the source; also changes the order and emphasis of propositions.
93,16,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"Malala Yousafzai's academic excellence is a fact, and her act of describing something took place in 2024. Simultaneously, a community hears a description of Malala from another person.",0,1,1,"Adds 'academic excellence is a fact' (new proposition) and 'simultaneously' (new temporal relation), but keeps all original facts."
94,4,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",1,1,1,"All source propositions (Travis Scott, 2018, hollered, something, location) are preserved without additions or omissions. The phrasing is natural and grammatical."
95,16,13,Occasional diarrhea affects someone. Someone experiences Occasional Diarrhea as a condition. Occasional diarrhea is a condition. Tell the doctor about your occasional diarrhea condition to the specialist. Tell the specialist about your occasional diarrhea condition.,"A person may be affected by occasional diarrhea, which is a recognized condition, and in such cases, the appropriate course of action is to inform both the doctor and the specialist about this recurring issue.",1,1,1,"All source propositions are preserved: occasional diarrhea affects a person, it is a condition, and the person should tell both doctor and specialist. No new information added, roles and modality unchanged."
96,16,10,Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal of the widow about the nightclub. Tell the jury the acquittal of the widow about the Pulse nightclub.,"Your task is to tell the jury about the acquittal. The acquittal is of the widow, and it's about the Pulse nightclub. Repeat this until they understand.",0,1,1,"Adds 'your task' and 'repeat this until they understand' as new propositions, and changes the source's imperative 'tell' into a description of a task, altering the speech act."
97,16,4,The report states something. Make your report detailed. The report states the World Health Organization. The report states something. The report states the World Health Organization.,"A detailed report is needed. The original report states something, and it also states the World Health Organization. Both of these must appear in your detailed version.",0,1,1,"Adds 'A detailed report is needed' and 'Both of these must appear in your detailed version' which are new instructions not in the source. The source only states facts, not commands."
98,1,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",1,1,1,"All source propositions are preserved: conference had a session on SocialDevCamp Chicago, conference hosted an event named SocialDevCamp Chicago, and that event occurred in 2024. No new information added, roles and facts unchanged, and the sentence is natural."
99,8,21,Order two military helicopters for the UAE. Order two military helicopters. Order two military helicopters. The UAE ordered two military helicopters recently. The UAE ordered two military helicopters from an entity.,"A recent transaction has resulted in the acquisition of two military helicopters by the UAE, with the seller being an unspecified entity.",1,1,1,"All source propositions (UAE acquired two military helicopters, from an entity) are preserved without adding new information. The phrasing is natural and grammatical."
100,8,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",1,1,1,"All source propositions are preserved: serious tone, New England's vastness, one departure to a location, one departure without destination, and one departure to a destination. No new facts or contradictions."
101,8,4,The report states something. Make your report detailed. The report states the World Health Organization. The report states something. The report states the World Health Organization.,"The source material contains a declaration, and separately, it identifies the World Health Organization. For your report, you must elaborate on these details thoroughly.",0,1,1,"Adds 'declaration' (a synonym for statement, acceptable) but also adds 'For your report, you must elaborate on these details thoroughly' which is a new instruction not in the source. Also 'separately' implies a distinction not present in the source."
102,4,26,The nice lots define something now. Define the topic of the nice lots to Builder. Builder defines the topic of the nice lots. Define the nice lots. Builder defines the nice lots.,"Something is now defined by the nice lots, and that something is their topic. Builder is tasked with defining that topic. Additionally, the nice lots themselves are to be defined, which Builder also handles.",1,1,1,"All source propositions are preserved: the nice lots define something (their topic), Builder defines that topic, and Builder defines the nice lots. No new information is added, and the phrasing is natural and coherent."
103,1,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"In 2024, Malala Yousafzai, who is academically brilliant, provided a description of something; moreover, a community was the recipient of someone else's description of Malala.",0,1,1,"Adds 'moreover' (new connective) and 'provided a description' (implies a specific act), but all original facts remain unchanged."
104,4,19,Jeff Deardorff has arrived at a location. Jeff Deardorff arrived at a location. Imagine a day arriving. Jeff Deardorff arrived at a location. Jeff Deardorff arrived at a location.,"There is a location where Jeff Deardorff arrived. His arrival happened on a day that one can picture. Jeff Deardorff got to that place, and the arrival is confirmed again.",0,1,1,"Adds 'confirmed again' which introduces a new proposition not in the source, and rephrases 'imagine a day arriving' awkwardly as 'a day that one can picture'."
105,4,15,The conference held something. Show an attendee a session about SocialDevCamp Chicago at the conference. The conference held an event named SocialDevCamp Chicago. SocialDevCamp Chicago held an event in 2024. SocialDevCamp Chicago held an event in 2024.,"At the conference, there was a session for attendees on SocialDevCamp Chicago, and the conference also hosted an event called SocialDevCamp Chicago, which took place in 2024.",1,1,1,"All source propositions are preserved: conference had a session on SocialDevCamp Chicago, conference hosted an event named SocialDevCamp Chicago, and that event occurred in 2024. No new information added, roles and facts unchanged, and the sentence is natural."
106,1,4,The report states something. Make your report detailed. The report states the World Health Organization. The report states something. The report states the World Health Organization.,"The report's content includes a statement, and it also mentions the World Health Organization; your task is to produce a detailed report that reflects this.",0,1,1,"Adds 'your task is to produce a detailed report' which is an instruction not present in the source, and rephrases 'states something' as 'content includes a statement' which is a slight shift but not a new proposition. However, the added instruction is a new proposition."
107,4,7,"Someone gave Washington a presentation. Give someone a presentation. A presentation was given to Washington, D.C. Someone gave Washington a presentation. Give a presentation about Washington, D.C. to Washington.","Someone performed the act of presenting to Washington, D.C. That person also performed a presentation for someone else. And that person gave a presentation whose topic was Washington, D.C., to Washington.",1,1,1,"Preserves all source propositions and roles, no additions or contradictions, and is grammatically coherent, though slightly wordy."
108,8,2,Marketers define something. Marketers define Apple. Marketers define the Apple brand as something. Define the Apple brand as a marketer. A marketer defines Apple as a brand.,"When it comes to defining a brand, marketers have a specific framework in mind. That framework, when applied to Apple, yields a particular definition. In other words, the Apple brand is defined by marketers according to their professional criteria.",0,0,1,"Adds new propositions ('specific framework', 'professional criteria') and changes the source's simple definitional statements into an interpretive explanation, altering the original meaning and introducing unsupported claims."
109,4,6,Was it a surprise to be given something? The assignment of the arts and culture position was a surprise to me. The assignment of the arts and culture position surprised me with something. The arts and culture position assignment surprised me. The arts and culture position assignment surprised me with an idea.,"That I was handed the arts and culture role came as a genuine shock. The notion that accompanied this appointment was equally unanticipated, leaving me momentarily at a loss for words.",0,1,1,"Adds new propositions: 'genuine shock' (stronger than surprise), 'leaving me momentarily at a loss for words' (not in source), and 'equally unanticipated' for the notion, which is not stated in the source."
110,2,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",1,1,1,"All source propositions are preserved: serious tone, New England's vastness, one departure to a location, one departure without destination, and one departure to a destination. No new facts or contradictions."
111,16,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",0,0,1,"Adds new proposition that residents will find him approachable and that he made a point of being accessible to the public, which is not in the source. Also changes 'made himself approachable' to 'made a point of being accessible' — a different claim."
112,8,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",0,0,1,"The source states 'Someone gave DERA funding to a company' (repeated) and 'DERA funding was given to a company recently.' The candidate adds a new proposition: 'the same source should be used to support reauthorization' — this is an unsupported recommendation not present in the source. Also, 'the program's renewal would benefit from a similar allocation' is a new claim. The source only states the fact of funding, not any recommendation or benefit."
113,16,11,QVC is aggressive to an extent. QVC plans something for Black Friday aggressively. Tell QVC something about Black Friday. QVC's aggressive something. QVC plans something for Black Friday.,"QVC is quite aggressive, and its Black Friday plans are especially so; tell QVC what you think about Black Friday, because QVC has aggressive plans for that day.",0,0,1,"Adds 'quite' and 'especially so' (new degree claims), and 'what you think about Black Friday' (new proposition not in source). Also changes 'tell QVC something' to 'tell QVC what you think' which is a different request."
114,8,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",1,1,1,"All source propositions (movie title, year, role cast) are preserved without additions or changes, and the sentence is natural and grammatical."
115,8,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"Malala Yousafzai's academic excellence is a fact, and her act of describing something took place in 2024. Simultaneously, a community hears a description of Malala from another person.",0,1,1,"Adds 'academic excellence is a fact' (new proposition) and 'simultaneously' (new temporal relation), but keeps all original facts."
116,16,5,Shut down your service. Shut down Allo. A company shut down something. Google shut down something in a service. Shut down your service.,"Your service needs to be taken offline, and that includes Allo. The company made the call to discontinue a component of its service, specifically the one tied to Google. You are instructed to shut it down.",0,0,1,"Adds 'specifically the one tied to Google' which is an unsupported claim, and changes 'shut down your service' to 'needs to be taken offline' (modality shift). Also adds 'the company made the call' which is new attribution."
117,1,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",0,0,1,"The source states Asus 'plans to update' the drivers, but the candidate says 'has a plan regarding' and 'will update them there' — this changes the modality from a plan to a definite future action, and adds the claim that the update will happen 'there' (at the location), which is not explicitly stated in the source. The source's final clause 'Asus's plan for the laptop's display drivers is something' is vague, but the candidate's 'that plan is what the drivers' situation is about' introduces a new relation ('situation') not present in the source."
118,16,1,Make the report transparent. The organization earned something. Prasar Bharti earned something at some time. The organization earned something. Prasar Bharti earned only something.,"The report must be made transparent, and it was at some point that Prasar Bharti achieved an earning, though the organization's gain was limited to that alone.",0,0,1,"The source states 'Prasar Bharti earned something' and 'earned only something' (i.e., earned only that thing, not more). The candidate says 'achieved an earning' and 'gain was limited to that alone' — this adds the claim that the earning was a single, specific event ('at some point') and implies a restriction that is not in the source. The source does not say 'only that alone' — it says 'earned only something' meaning the amount was small, not that it was the only earning. Also, the source does not specify 'at some point' as a temporal claim. The candidate introduces new propositions and changes the meaning."
119,1,3,Middletown Township Public Library appointed Kim Rinaldi as something. The library appointed Kim Rinaldi as a director. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. The library appointed Kim Rinaldi as something.,"Kim Rinaldi is now the director of Middletown Township Public Library. The appointment was made by the library, though the Township of Middletown is also involved in the appointment process. The library is the appointing body for this role.",0,0,1,"The source states the library appointed Kim Rinaldi as director, but also redundantly says 'Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown' which implies the township made the appointment and the library is the appointee. The candidate simplifies this to say the library is the appointing body, which contradicts the source's odd phrasing that the township is the appointer. It also omits the redundant repetition but adds an interpretation not in the source."
120,16,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",1,1,1,"All source propositions (movie title, year, role cast) are preserved without additions or changes, and the sentence is natural and grammatical."
121,4,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",0,0,1,"The source states 'Mario defined something' and 'Mario defined something at a location' and 'Mario defined something new' as separate propositions. The candidate combines them into a single claim that the defined thing was both at a location and new, but the source does not say the new thing was at the location. It also adds 'was the one who' which is not in the source, and the source has two instances of 'Something defines Mario' which are omitted entirely."
122,1,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",1,1,1,"All source propositions (Travis Scott, 2018, hollered, something, location) are preserved without additions or omissions. The phrasing is natural and grammatical."
123,1,0,IBM Corporation launched a server. IBM Corporation. The cluster topic is about IBM Corporation. IBM Corporation is related to something. IBM Corporation.,"A server was launched by IBM Corporation, the company itself being the subject of this action.",1,1,1,"Preserves all source propositions (server launch by IBM, IBM as subject) without adding or omitting information."
124,16,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","A holler was emitted by Travis Scott from a place in 2018, and in 2018 he additionally emitted a holler of something.",0,0,0,"Adds a second hollering event ('additionally emitted a holler of something') not present in the source, and awkwardly splits the single event into two. Also 'holler of something' is unnatural and unclear."
125,4,0,IBM Corporation launched a server. IBM Corporation. The cluster topic is about IBM Corporation. IBM Corporation is related to something. IBM Corporation.,"The launch of a server was undertaken by IBM Corporation, and the topic at hand concerns this very corporation.",0,1,1,Adds 'the topic at hand concerns this very corporation' which is a new proposition not present in the source.
126,2,22,The topic about Barack Obama is something. Ask a lawmaker about the topic of Barack Obama in Washington. Ask a lawmaker about the advice that Barack Obama gave on Washington. Ask a lawmaker about Barack Obama. Ask about Barack Obama.,"A lawmaker in Washington might be approached about the subject of Barack Obama. The questions could concern the advice that Obama offered, or they could concern the former president directly. Asking about Obama is always an option.",0,0,1,"Omits the source's explicit statement that the topic is 'something' and the instruction to ask about the topic itself. Also drops the 'advice on Washington' specificity, replacing with 'advice that Obama offered' without the Washington context. Adds 'former president' which is an unsupported claim."
